i,target
261,0.4997797529224802
262,0.49985613044979177
263,0.5002157097986696
264,0.5001370636319329
265,0.49977294700420494
266,0.49971887776457347
267,0.49952604341344026
268,0.5002406648323456
269,0.5000024576927106
270,0.5004274494783453
271,0.4994882327563553
272,0.500312505080807
273,0.500475847119414
274,0.5001000091879897
275,0.5000610642111922
276,0.4999022594514354
277,0.5000134227832651
278,0.5000693825557508
279,0.5003325447290621
280,0.4995891872107721
281,0.5002641074397384
282,0.5003280074502119
283,0.5004338772900497
284,0.4998765482046177
285,0.5004599666434383
286,0.5001007654011314
287,0.49982512571098214
288,0.4995937244896223
289,0.5000950938025687
290,0.5000667358097549
291,0.49990868726313986
292,0.5000043482255647
293,0.5003612808284467
294,0.4997566884216584
295,0.49930333864320997
296,0.4997566884216584
297,0.49993969200194954
298,0.49981302630071495
299,0.4999022594514354
300,0.5003612808284467
301,0.49958729667791785
302,0.49974421090482035
303,0.5004486234463128
304,0.49981756357956514
305,0.5001956701504146
306,0.5005805826395393
307,0.5002440677914833
308,0.4996901416651889
309,0.49986104583521285
310,0.4998243694978404
311,0.4997525292493791
312,0.4998791949506136
313,0.4997687878319256
314,0.5001234517953823
315,0.49984176240009953
316,0.4997744594304883
317,0.5000330843249493
318,0.5002092819869651
319,0.5003208234253658
320,0.49989620974630183
321,0.4996833357469136
322,0.5002459583243376
323,0.5002901967931269
324,0.5000345967512327
325,0.5000236316606781
326,0.5002293216352202
327,0.49979525529188507
328,0.5001673121576009
329,0.5007227507101787
330,0.4999412044282329
331,0.4994576061241165
332,0.5005053394319402
333,0.5003718678124304
334,0.49976311623336284
335,0.500385479648981
336,0.49942130789331496
337,0.49974496711796207
338,0.5000663577031841
339,0.5001389541647872
340,0.49964212213069104
341,0.49955213276682886
342,0.4997544197822333
343,0.49994422928079973
344,0.49976387244650455
345,0.5000096417175567
346,0.5003934198869688
347,0.5000671139163257
348,0.5000822381791598
349,0.49996502514219643
350,0.4999264582719698
351,0.5000667358097549
352,0.500310236441382
353,0.5003688429598636
354,0.500149541148771
355,0.5008002625572028
356,0.4999846866838806
357,0.5000081292912733
358,0.49992456773911553
359,0.49987768252433024
360,0.49955591383253733
361,0.4994988197403391
362,0.5003359476881997
363,0.4993869001953677
364,0.5000731636214594
365,0.49991019968942324
366,0.5002788535960014
367,0.4996451469832578
368,0.5005718861884098
369,0.5003045648428192
370,0.49982966298983234
371,0.4997691659384964
372,0.5004077879366611
373,0.49965913692637925
374,0.499860667728642
375,0.4999302393376783
376,0.5007685016052514
377,0.5006032690337903
378,0.5000727855148885
379,0.5002988932442565
380,0.5000485866943541
381,0.4996818233206302
382,0.5007650986461138
383,0.5000860192448683
384,0.500121561262528
385,0.5003280074502119
386,0.5000920689500018
387,0.5001007654011314
388,0.500410434682657
389,0.4997438327982495
390,0.5001223174756698
391,0.4997737032173466
392,0.4999695624210466
393,0.49982815056354896
394,0.5001979387898396
395,0.5002107944132486
396,0.49993742336252445
397,0.5001431133370665
398,0.5000701387688926
399,0.5001170239836779
400,0.5004754690128431
401,0.5004599666434383
402,0.49999187070872675
403,0.49950184459290586
404,0.5000803476463055
405,0.4999616221830588
406,0.4998553742366501
407,0.49980848902186475
408,0.4993313185294528
409,0.4997808872421928
410,0.5000777009003096
411,0.49998960206930165
412,0.5001816802072931
413,0.49989658785287266
414,0.49991549318141515
415,0.49977521564363003
416,0.4997430765851078
417,0.500691745971369
418,0.4999003689185812
419,0.49989847838572693
420,0.5001703370101677
421,0.5002720476777262
422,0.4998338221621117
423,0.5000546363994878
424,0.4996553558606708
425,0.49992267720626127
426,0.49982739435040724
427,0.5001298796070868
428,0.5002089038803943
429,0.49990868726313986
430,0.5002625950134549
431,0.5006255773214704
432,0.49997901508531783
433,0.5001601281327547
434,0.5000047263321357
435,0.4994534469518372
436,0.49949012328920955
437,0.49984894642494565
438,0.49983949376067444
439,0.50006900444918
440,0.49962775408099874
441,0.4998591553023586
442,0.49959485880933485
443,0.5001260985413782
444,0.4997139623791524
445,0.4998338221621117
446,0.4999120902222775
447,0.5000497210140668
448,0.4995823812924968
449,0.5002928435391228
450,0.5002111725198194
451,0.4997385393062576
452,0.49952528720029854
453,0.49974950439681226
454,0.49993704525595356
455,0.5000621985309047
456,0.5003431317130459
457,0.4998432748263829
458,0.500202097962119
459,0.49991700560769853
460,0.4999449854939414
461,0.5007964814914942
462,0.499707534567448
463,0.4996194357364401
464,0.5001332825662245
465,0.49962094816272345
466,0.4996459031963995
467,0.5002977589245439
468,0.500006238758419
469,0.49993099555082
470,0.5001007654011314
471,0.4997623600202211
472,0.49994196064137464
473,0.5002788535960014
474,0.5001949139372729
475,0.5000519896534918
476,0.5003941761001105
477,0.5001242080085241
478,0.5001892423387101
479,0.49965422154095823
480,0.49966064935266263
481,0.5002111725198194
482,0.49997674644589274
483,0.5005397471298876
484,0.4998648269009213
485,0.49958011265307173
486,0.49987957305718445
487,0.4997029972885978
488,0.5002183565446655
489,0.5001155115573945
490,0.5001786553547264
491,0.4998001706773061
492,0.49990604051714393
493,0.4997184996580026
494,0.5001064369996941
495,0.5001223174756698
496,0.500563567843851
497,0.5002107944132486
498,0.5001366855253621
499,0.4999570849042086
500,0.5004138376417947
