i,target
0,0.514100539293402
1,0.5000466961614999
2,0.4999597316502045
3,0.5002659979725925
4,0.499938557682237
5,0.499853105597225
6,0.49966594284465454
7,0.500078835220022
8,0.5003098583348111
9,0.49989658785287266
10,0.5002860376208476
11,0.4997336239208366
12,0.4991554989740078
13,0.5000145571029777
14,0.49984667778552055
15,0.5002663760791635
16,0.5001665559444591
17,0.4998546180235084
18,0.5001143772376819
19,0.5003491814181794
20,0.5000478304812125
21,0.4998357126949659
22,0.5001862174861433
23,0.4999075529434273
24,0.5001105961719735
25,0.5000947156959977
26,0.4997740813239175
27,0.4998239913912696
28,0.5002659979725925
29,0.4995653664968086
30,0.5001635310918924
31,0.4999022594514354
32,0.49999829852043115
33,0.5001363074187912
34,0.49986407068777966
35,0.49966896769722136
36,0.499986199110164
37,0.4997052659280229
38,0.499983552364168
39,0.5006410796908752
40,0.5000531239732043
41,0.5003737583452846
42,0.49987806063090107
43,0.5000516115469209
44,0.5002009636424065
45,0.4998629363680671
46,0.5001347949925078
47,0.49972568368284875
48,0.49995670679763776
49,0.4994984416337682
50,0.49973475824054914
51,0.49973967362597016
52,0.5005329412116123
53,0.500633895666029
54,0.4998739014586217
55,0.49964250023726187
56,0.49951356589660223
57,0.4998493245315165
58,0.49987995116375533
59,0.4997907180130349
60,0.5004871903165394
61,0.5001181583033905
62,0.49928518952780915
63,0.5002365056600663
64,0.4997336239208366
65,0.4999574630107794
66,0.5003556092298839
67,0.5002380180863497
68,0.49986558311406304
69,0.5001930234044186
70,0.49998203993788465
71,0.49997296538018426
72,0.49966821148407964
73,0.500064089063759
74,0.5005529808598673
75,0.4999858210035931
76,0.500144247656779
77,0.49976311623336284
78,0.4999763683393219
79,0.49971282805943984
80,0.49977483753705915
81,0.4993940842202138
82,0.5002194908643781
83,0.4995929682764806
84,0.4991698670237001
85,0.4994534469518372
86,0.5000391340300829
87,0.49969051977175977
88,0.4998515931709416
89,0.49988411033603464
90,0.5004800062916933
91,0.5002830127682808
92,0.4996738830826424
93,0.499978636978747
94,0.5001226955822407
95,0.49950902861775204
96,0.49986596122063387
97,0.5002024760686898
98,0.5002867938339893
99,0.5002455802177667
100,0.5001147553442528
101,0.4996859824929096
102,0.4996701020169339
103,0.4998844884426055
104,0.49997674644589274
105,0.5002716695711553
106,0.4997438327982495
107,0.5001518097881961
108,0.5001907547649935
109,0.4999922488152976
110,0.4999291050179657
111,0.5000818600725889
112,0.500048964800925
113,0.49995897543706286
114,0.5000429150957915
115,0.4994197954670316
116,0.5002334808074995
117,0.49973702687997423
118,0.5004210216666408
119,0.4996693458037922
120,0.49997750265903446
121,0.49969203219804315
122,0.4999287269113949
123,0.49993099555082
124,0.5003616589350175
125,0.49968295764034276
126,0.5004085441498028
127,0.49955591383253733
128,0.49990112513172286
129,0.5000410245629372
130,0.5004576980040132
131,0.49991473696827343
132,0.49992948312453656
133,0.4999646470356256
134,0.5002815003419974
135,0.5003537186970296
136,0.5002187346512363
137,0.5000470742680707
138,0.5001276109676617
139,0.4999117121157067
140,0.4997483700770997
141,0.5003007837771107
142,0.5001684464773134
143,0.5000629547440464
144,0.500335191475058
145,0.49990641862371477
146,0.49957519726765065
147,0.49992456773911553
148,0.5001831926335766
149,0.4999646470356256
150,0.500121939369099
151,0.49980395174301456
152,0.49955137655368714
153,0.4998810854834679
154,0.5001329044596535
155,0.5000754322608845
156,0.49937669131795476
157,0.4998050860627271
158,0.49986558311406304
159,0.5000754322608845
160,0.5003941761001105
161,0.5002917092194104
162,0.49998128372474293
163,0.4997506387165248
164,0.5003321666224912
165,0.5001582375999005
166,0.5000425369892205
167,0.4995982617684725
168,0.5000845068185849
169,0.4997219026171403
170,0.4997438327982495
171,0.5000134227832651
172,0.5001775210350138
173,0.5003624151481592
174,0.4996935446243265
175,0.5003559873364547
176,0.49950184459290586
177,0.4998928067871642
178,0.4999287269113949
179,0.5000671139163257
180,0.5002656198660217
181,0.4994787800920841
182,0.500624064895187
183,0.5002414210454873
184,0.49991776182084025
185,0.49964174402412015
186,0.49984138429352865
187,0.4999638908224839
188,0.49973778309311595
189,0.5009745696863643
190,0.4999638908224839
191,0.5000228754475364
192,0.5001136210245403
193,0.49945722801754566
194,0.4997536635690916
195,0.5001060588931233
196,0.499900747025152
197,0.4999809056181721
198,0.4997668972990713
199,0.4997960115050267
200,0.5003355695816288
201,0.5002009636424065
202,0.4996587588198084
203,0.49998695532330567
204,0.500546174941592
205,0.5001839488467182
206,0.5003193109990823
207,0.500106815106265
208,0.49993477661652846
209,0.5001616405590381
210,0.4997597132742252
211,0.4997982801444518
212,0.5001911328715644
213,0.5000939594828561
214,0.5001230736888115
215,0.5004599666434383
216,0.49998128372474293
217,0.4999192742471236
218,0.5000149352095485
219,0.49980206121016035
220,0.5001105961719735
221,0.5001586157064714
222,0.5000156914226902
223,0.5001170239836779
224,0.499845543465808
225,0.49926363745327074
226,0.5000894222040059
227,0.4999740996998968
228,0.4998285286701198
229,0.4992080557873559
230,0.4997582008479418
231,0.49962472922843193
232,0.4999495227727916
233,0.5000009452664271
234,0.5002232719300865
235,0.4998047079561563
236,0.4997457233311038
237,0.4996576245000959
238,0.5002743163171512
239,0.49995897543706286
240,0.49970904699373137
241,0.5000247659803906
242,0.4995256653068694
243,0.5001102180654026
244,0.5001260985413782
245,0.4998243694978404
246,0.49987012039291323
247,0.5004720660537055
248,0.5003514500576045
249,0.5000542582929169
250,0.4998905381477391
251,0.499790339906464
252,0.49903412676476516
253,0.4999302393376783
254,0.4998981002791561
255,0.5004395488886124
256,0.4997858026276138
257,0.5008127400740409
258,0.5001858393795725
259,0.49944550671384935
260,0.49991851803398196
